0-0i,-9.95005434136389e-06+3.0866656530999e-08i,0.0239007383679431-7.29231177772841e-05i
0.0065090292363483-7.59183985732655e-07i,-9.01749205675035e-06+3.06557014184852e-08i,0.0222574859436081-7.27251106223809e-05i
0.0113612648463376-1.31398785909053e-06i,-6.67972805291329e-06+3.01214946989568e-08i,0.0180301310226244-7.22209339334792e-05i
0.0139020700480017-1.59006333143215e-06i,-3.86518484120665e-06+2.94657447489438e-08i,0.0126728827696587-7.15933738595066e-05i
0.0143936573064099-1.62795896107672e-06i,-1.283366218975e-06+2.88478411290526e-08i,0.00738668878191637-7.09872233881945e-05i
0.01341625431248-1.50298807108551e-06i,7.73240596941422e-07+2.83398255421832e-08i,0.00279396717710777-7.04711868964732e-05i
0.011491740739954-1.2781546564781e-06i,2.28325279133696e-06+2.79542751405207e-08i,-0.000898166002853236-7.00629918415864e-05i
0.00898854553009232-9.94875349833418e-07i,3.32830558343493e-06+2.76789771508582e-08i,-0.0036794928250715-6.97588048691955e-05i
0.00614498976702125-6.78131648465938e-07i,4.00226628017893e-06+2.74966983359929e-08i,-0.00560460313830717-6.95495236452699e-05i
0.00311398781382369-3.43118627920957e-07i,4.37773048573075e-06+2.73932062831533e-08i,-0.00673261993529427-6.94272232614556e-05i
4.97290254333562e-09-1.87684905149708e-14i,4.49814738931802e-06+2.73596906676525e-08i,-0.00710395033208473-6.93869984653661e-05i
-0.00311397892145473+3.43118581420111e-07i,4.37779946260503e-06+2.73932097617953e-08i,-0.00673262403104542-6.94272233634686e-05i
-0.0061449839301046+6.78131574930126e-07i,4.0024023538825e-06+2.74967052173056e-08i,-0.00560461056057347-6.95495238418934e-05i
-0.00898854442636637+9.94875231140955e-07i,3.32850498170025e-06+2.76789872871145e-08i,-0.00367950206086072-6.97588051444289e-05i
-0.0114917454735259+1.27815447586987e-06i,2.28350983756998e-06+2.79542883203634e-08i,-0.000898174860956035-7.00629921685757e-05i
-0.0134162651148903+1.50298781730329e-06i,7.73547735078532e-07+2.83398415013267e-08i,0.00279396142219906-7.04711872348993e-05i
-0.0143936731843696+1.62795863696415e-06i,-1.28301827082364e-06+2.88478595592545e-08i,0.00738668908616549-7.09872236836421e-05i
-0.0139020884464433+1.59006296728357e-06i,-3.86480662018715e-06+2.94657652951913e-08i,0.0126728917123757-7.15933740503355e-05i
-0.0113612816013456+1.31398752422023e-06i,-6.67933031583182e-06+3.01215169301234e-08i,0.0180301497474351-7.22209339732885e-05i
-0.00650903940870884+7.5918377883959e-07i,-9.01708423995222e-06+3.0655724771719e-08i,0.022257512825578-7.27251105179165e-05i
0-0i,-9.94964357333116e-06+3.08666802840894e-08i,0.0239007684926914-7.29231176116974e-05i
0-0i,-9.95005434136389e-06+3.0866656530999e-08i,0.0239007383679431-7.29231177772841e-05i
0.0061914970929522-7.22326187320896e-07i,0.00200183370453258-2.0394002633863e-07i,0.0222607125473547-7.27262775649865e-05i
0.0108083371997215-1.25063107858059e-06i,0.00350373315495025-3.76072265477986e-07i,0.0180344260729808-7.22227234192474e-05i
0.0132260471191496-1.51377076234703e-06i,0.00429196971690282-4.62217407207112e-07i,0.0126758570609266-7.15951624413042e-05i
0.0136932617286769-1.55010746659081e-06i,0.00444647673441605-4.74660933631693e-07i,0.00738736837326938-7.09886700428182e-05i
0.0127621933519757-1.4313052706049e-06i,0.00414624139043913-4.3659719093615e-07i,0.00279263810144885-7.04722187732518e-05i
0.0109298514134336-1.21739286751791e-06i,0.00355264814515294-3.67508307846672e-07i,-0.000900676490751882-7.00636664005696e-05i
0.00854716054167571-9.47848498537332e-07i,0.00277976698960198-2.80230352976466e-07i,-0.00368230320329368-6.97592119717909e-05i
0.00584110488795536-6.46484306660519e-07i,0.00190143423231826-1.82517248237556e-07i,-0.0056069849506804-6.95497423331435e-05i
0.00295729894297248-3.27779040992891e-07i,0.000965036793890719-7.90884718655041e-08i,-0.00673406146362035-6.94273084787993e-05i
