0-0i,-9.76469048831077e-06+1.92115242109515e-10i,0.0232825979345071-4.39813407618366e-07i
0-0i,-9.76473823961177e-06+1.92115285237093e-10i,0.0232825939884125-4.39813406010659e-07i
-0.00642515293396856+4.17658407074603e-09i,-8.83211246171843e-06+1.90844453765116e-10i,0.0216593700105882-4.3868895022866e-07i
-0.0112118733497816+7.16913258320484e-09i,-6.49341715952274e-06+1.87625503374702e-10i,0.0174848066996941-4.35845713443638e-07i
-0.0137140115769857+8.56560940082673e-09i,-3.67594536074097e-06+1.83672287838221e-10i,0.0121974883059287-4.32357232897188e-07i
-0.0141927230053817+8.63233415622818e-09i,-1.08908535686512e-06+1.79944715367551e-10i,0.00698433981427668-4.29061371346335e-07i
-0.0132231369018658+7.83362343620785e-09i,9.73822954194955e-07+1.76877541035843e-10i,0.00245911039570653-4.26336078454652e-07i
-0.0113217666570702+6.54984115486593e-09i,2.49029072570408e-06+1.74547677017445e-10i,-0.0011754576562153-4.2425252003576e-07i
-0.00885261657444803+5.02191601933449e-09i,3.54105419687411e-06+1.7288259731691e-10i,-0.00391112079749909-4.22753830710579e-07i
-0.00605053799002911+3.38281579142631e-09i,4.21939480416577e-06+1.71779268334097e-10i,-0.00580330746006468-4.21755393484581e-07i
